,index,comment,label
6161,6161,samsung đã có cải_tiến lại dòng a cảm_ứng vân tay khá nhạy chụp hình đẹp hơn so với a nhân_viên đẹp tư_vấn nhiệt_tình vui_vẻ rất thích mua hàng ở tgdd,"[ 1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  2.  2. -1. -1. -1. -1. -1. -1.
  2. -1.]"
6162,6162,"em chưa đủ tiền ạ 
 nhưng em sắp đủ rồi ạ 
 quả máy này chất thực_sự luôn 
 game vô_tư","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
6163,6163,mới mua về lúc sáng chưa kịp xài nhiều nhưng thấy sp đẹp camera cũng dc chức_năng cũng tốt trong tầm giá_như vậy thử game liên_quân thì combat hơi bị giật lag mà mình mua cho ba mình xài nên nghe gọi youtube ok là đc,"[ 1.  1.  0.  1.  1.  0.  0.  0.  0.  0.  1.  2. -1.  0.  2. -1. -1. -1.
 -1. -1.]"
6164,6164,mới mua được vài ngàymáy cầm_chắc chắnvỏ rất bóng bẩydùng mượt không giật lagpin ngày mới hết nếu chỉ facebookwebsendosoppelazadavvchip sd là yêu rồicam ổn trong tầm giánói chung giá này ăn tái_mấy cái anh samsung,"[ 1.  0.  1.  1.  1.  0.  1.  0.  0.  0.  2. -1.  2.  2.  2. -1.  1. -1.
 -1. -1.]"
6165,6165,vừa mua hôm_qua ở tgdd nhân_viên rất nhiệt_tình chơi game khá tốt nhưng có đều pin tuột hơi nhanh,"[ 0.  0.  1.  1.  0.  0.  0.  0.  1.  0. -1. -1.  0.  2. -1. -1. -1. -1.
  2. -1.]"
6166,6166,sản_phẩm xài rất tốt mượt_mà cấu_hình mạnh chụp hình rất đẹp không bị nóng máy pin cũng xài quá ok,"[ 1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  2. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
6167,6167,"cho e hỏi 
 s đt mới mua ve mà nó nhah hết pin k khác gi so vs đt trc ma mjh đã sd","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
6168,6168,mọi thứ đều ổn pin tạm chiến game mượt chip a mạnh_mẽ thiết_kế giống x camera xịn xò,"[ 1.  0.  1.  1.  1.  1.  0.  0.  0.  0.  2. -1.  1.  2.  1.  2. -1. -1.
 -1. -1.]"
6169,6169,sử_dụng hơi lag phiền_phức ở chổ cái ứng_dụng premision control tắt chưa được chưa được tháng đã bị chảy màn_hình,"[ 0.  0.  0.  1.  0.  0.  0.  1.  0.  0. -1. -1. -1.  0. -1. -1. -1.  0.
 -1. -1.]"
6170,6170,cảm_nhận dùng quá tuyệt_vời nhân_viên rất nhiệt_tình tiếc là thích màu đỏ mà k tìm đâu ra pin đủ dùng cho tác vụ nhẹ nhu_cầu bt,"[ 0.  0.  1.  0.  1.  1.  0.  0.  1.  0. -1. -1.  1. -1.  1.  2. -1. -1.
  2. -1.]"
6171,6171,mình đã mua và sài thử cập_nhật lên phiên_bản mới nhất bị lỗi blutooth dù mình có đem ra cửa_hàng yêu_cầu đổi máy mới mà vẫn ko khắc_phục dc lỗi blutooth,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
6172,6172,"xài khá ổn mỗi tấn nền hơi xấu pin trâu 
 thấy mn cứ chê nhưng thật_sự con này rất ngon 
 samsung mình đã từng xài r nên biếtmn đừng nhìn cái cấu_hình mà đánh_giá em nó","[ 0.  0.  1.  0.  0.  1.  0.  1.  0.  0. -1. -1.  2. -1. -1.  2. -1.  0.
 -1. -1.]"
6173,6173,pin sụt nhanh âm_thanh nghe nhạc không đạt gọi zalo hay bị bị nhại phân khúc tầm trung kém,"[ 0.  1.  1.  0.  0.  1.  1.  0.  0.  0. -1.  0.  0. -1. -1.  0.  1. -1.
 -1. -1.]"
6174,6174,"chả hiểu sao nhiều người cứ chê lên chê xuống 
 nói_chung không viết gì nhiều nói_chung trong phân khúc chẳng có gì mà chê từ pin ngoại_hình cấu_hình 
 cứ mua dùng và cảm_nhận","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
6175,6175,máy sử_dụng rất ok chụp ảnh hơi chán cấu_hình tốt trong tầm giá mà hình đẹp cảm_giác cầm nắm tốt chỉ mỗi cái bắt wifi hơi kém,"[ 1.  1.  0.  1.  1.  1.  1.  1.  0.  0.  0.  0. -1.  2.  2.  2.  1.  2.
 -1. -1.]"
6176,6176,"mình mới mua và sử_dụng thì quá ok vì chỉ nghe gọi là chính 
 còn về sau thì không biết","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
6177,6177,lòa ngoài hơi nhỏ nhưng rất tốt nếu mà vsmart nên làm cái tiếng của camera thò thụt nhỏ hơn,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
6178,6178,máy bị đơ mở khóa ko ăn đổi máy khác đc ko chưa gì bị lỗi rồi mong phản_hồi từ tgdd,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
6179,6179,thương_hiệu samsung thì chất_lượng nv thế_giới di_động tư_vấn bán hàng nhiệt_tình đt xài tốt mẫu đẹp cầm đầm tay triệu like,"[ 0.  0.  0.  0.  1.  1.  0.  0.  1.  0. -1. -1. -1. -1.  2.  2. -1. -1.
  2. -1.]"
6180,6180,tuyệt_vời giá tr mà chíp snap g màn_hình to đẹp game rất mượt pin trâu nói_chung quá hài_lòng về xiaomi,"[ 0.  0.  1.  1.  0.  1.  1.  1.  1.  0. -1. -1.  2.  2. -1.  2.  1.  2.
  2. -1.]"
6181,6181,máy tốt màn_hình rộng khiến trải nghiệm rất chi là ok chơi game mượt nè nói_chung trong tầm giá tr trở xuống thì con này cân hết mọi đối_thủ,"[ 0.  0.  0.  1.  0.  1.  1.  1.  0.  0. -1. -1. -1.  2. -1.  2.  1.  2.
 -1. -1.]"
6182,6182,thật_sự thất_vọng về số lần này vào game call of duty đc trận bắt_đầu đen màn_hình văg game bảo_hành máy mới vẫn tình_trạng như_thế,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
6183,6183,dùng rất thích màn đẹp sạc nhanh chụp ảnh cũng rất ảo nữa đc cái mý siêu nhẹ cầm lâu ko có cảm_giác mỏi tay,"[ 1.  0.  1.  0.  1.  1.  0.  1.  0.  0.  2. -1.  2. -1.  2.  2. -1.  2.
 -1. -1.]"
6184,6184,sao mình mua máy về dùng thì máy chạy rất mượt nhưng mỗi tội sạc pin thì nâu quá vậy sạc h h mới đầy được vậy,"[ 0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -1. -1.  0.  2. -1. -1. -1. -1.
 -1. -1.]"
6185,6185,mình mua ngày tới thì bị lỗi bàn_phím đã đc đổi máy mới nhưng không biết có bị nữa không còn lại mọi thứ điều ổn mình xài chủ_yếu là các tác vụ văn_phòng không chơi game nên pin ngày mới sạc dù đi đổi máy nhưng nhân_viên tgdd tôn đản rất nhiệt_tình_cảm_ơnhi,"[ 0.  1.  1.  0.  0.  1.  0.  0.  1.  0. -1.  0.  1. -1. -1.  2. -1. -1.
  2. -1.]"
6186,6186,"đt e mua được tháng 
 nay sạc vừa đủ pin ròi tắt hết mạng để không tiếng sau còn có pin 
 là sao ạ","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
6187,6187,sau khi trải nghiệm sản_phẩm mình thấy máy đáp_ứng tốt những nhu_cầu cơ_bản hàng ngày thời_lượng pin có_thể gọi là trâu nhưng chưa thực_sự ấn_tượng lắm hỗ_trợ giao_diện miui mới nhất cùng với android được cập_nhật thời_gian gần đây camera chụp ổn trong tầm giá màn_hình hiển_thị rõ_ràng sắc nét màu_sắc ổn xin chân_thành cảm_ơn sự hỗ_trợ của các bạn nhân_viên tgdđ điện_máy xanh,"[ 1.  0.  1.  1.  0.  0.  1.  1.  1.  0.  2. -1.  2.  2. -1. -1.  1.  2.
  2. -1.]"
6188,6188,mình vừa mua máy lúc chiều camera không được như quảng_cáo tụt pin nhanh vân rau chậm không có chế_độ siêu tiết_kiệm pin như vivo nói_chung không thích lắm,"[ 1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1.
 -1. -1.]"
6189,6189,"chỉ cần pin trâu sóng khỏe bắc wifi mạnh là ok 
 chỉ cần vậy pin sử_dụng e 
 ngày là đc","[ 0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  2. -1. -1. -1. -1. -1.
 -1. -1.]"
6190,6190,mua đc tuần máy ngonpin khựngspen nhiều cải tiếnmàn hình sắc nétnói chung rất tuyệtrất đáng đồng_tiền mình mua tại tgdd dài năm,"[ 0.  1.  1.  0.  0.  1.  1.  1.  0.  0. -1.  2.  0. -1. -1.  2.  2.  2.
 -1. -1.]"
6191,6191,mới mua đc ngày thấy cũng ổn pin ko đc như kỳ_vọng lắm mà bù đc cái sạc nhanh cũng ok chơi game cũng mượt mặc_dù đôi_khi hơi lag một tý nhưng ko vấn_đề gì với sp tầm trung v thì mình cảm_nhận thấy cũng tạm ổn còn phải xem một tg sau mới biết đượctạm đánh_giá s,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  1.  1. -1.  1. -1. -1.
 -1. -1.]"
6192,6192,khong biết bcn android thế nàohiện vẫn chưa dám cập_nhật sản_phẩm pin lâulổi nhận tin nhắn quá chậmđt cùng tk mes con lenovo phab nhận truớc hơn phut sau con joi mới có chuông báo nhận,"[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  0. -1.  0.  2.  1. -1. -1. -1. -1.
 -1. -1.]"
6193,6193,xài máy được tuần máy thiết_kế đẹp pin trâu cực lướt web chơi game cực đã 😉 sao cho s,"[ 0.  0.  1.  1.  1.  0.  0.  0.  0.  0. -1. -1.  2.  2.  2. -1. -1. -1.
 -1. -1.]"
6194,6194,từ giờ trỡ đi nói khưng với dt samsungquản cáo cấu như đời tớiđến khi sài thì giật lag các kiểumua được tháng giờ gọi dtzalo gì củng ngta không nghe được yon hã hãtrong khi mình la chết cmn bên nàybên kia vẩn hã và hãdkm sai_lầm khi mua,"[ 0.  1.  0.  1.  0.  0.  0.  0.  1.  0. -1.  0. -1.  0. -1. -1. -1. -1.
  0. -1.]"
6195,6195,rất tốt pin trâu máy mượt đẹp dùng đc một tuần rồi chưa thấy hiện_tượng bất_ổn gì cảm_ứng vân tay ok nhưng lâu_lâu ko nhạy lắm,"[ 0.  1.  1.  1.  1.  1.  0.  0.  0.  0. -1.  1.  2.  2.  2.  2. -1. -1.
 -1. -1.]"
6196,6196,sao một tháng sử_dụng hình_ảnh đẹp camera đẹp quay_phim lo rè pin tụt rất nhanh sạc nóng lướt web nhiều lúc bị đơ wifi chập_chờn khá thất_vọng hơn ngày đem ra dmx thì bảo gởi đi bảo_hành xong bảo máy vẫn ổn chán,"[ 1.  1.  1.  1.  0.  1.  0.  1.  1.  0.  2.  0.  0.  0. -1.  0. -1.  2.
  0. -1.]"
6197,6197,ok về mọi mặt pin trâu sóng khoe trước dùng hàng vsmart để ủng_hộ hàng việt nam nhưng quá tệ,"[ 0.  1.  1.  0.  0.  1.  0.  0.  1.  0. -1.  2.  2. -1. -1.  2. -1. -1.
  0. -1.]"
6198,6198,xài thời_gian thấy pin tụt khá nhanh nhưng bù lại máy chạy mượt không nóng nhưng chụp màn_hình nhanh bằng vuốt ba ngón tay được lúc đầu lúc sau không chụp được,"[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  2. -1. -1. -1. -1.
 -1. -1.]"
6199,6199,máy mỏng đẹp vừa tay pin ổn với mức giá này thì nokia tuyệt sống wifi tốt nhìn_chung minh rất hài_lòng với sản_phẩm,"[ 0.  1.  1.  0.  1.  1.  1.  0.  0.  0. -1.  2.  2. -1.  2.  2.  1. -1.
 -1. -1.]"
6200,6200,"mới lấy về tặng sinh_nhật bà_xã 
 thấy mượt_đẹp 
 chụp ảnh khỏi chê 
 nói_chung rất tuyệt_vời 
 còn chưa nói cách phục_vụ của anh quản_lý tên nam ở của hàng ngã tư phan đăng lưu và phan xích_long 
 dể thương cực_kỳ 
 sẽ luôn ủng_hộ tgdd 
 sự uy_tín làm_nên sự tin_tưởng","[ 1.  0.  0.  1.  1.  0.  0.  0.  1.  0.  2. -1. -1.  2.  2. -1. -1. -1.
  2. -1.]"
6201,6201,"mới mua máy test được tháng thấy ok mà mọi người ơi 
 giá cũng vừa tầm 
 nói_chung là nên mua màu_sắc cũng bắt_mắt lắm chứ","[ 0.  0.  0.  0.  0.  1.  1.  1.  0.  0. -1. -1. -1. -1. -1.  2.  1.  2.
 -1. -1.]"
6202,6202,"máy tốt nhưng có cảm_giác pin tụt nhanh mấy ngày đầu nhưng h thì tốt r liên_quân chơi tiếng chỉ hau 
 mạng tốt hút wifi mạnh","[ 0.  1.  1.  0.  0.  1.  0.  0.  0.  0. -1.  2.  2. -1. -1.  2. -1. -1.
 -1. -1.]"
6203,6203,máy tuyệt đẹp sang_trọng pin trâu_bò về phần_mềm thì không_thể chê vào đâu được mỗi tội hơi đắt,"[ 0.  0.  0.  1.  1.  0.  1.  0.  0.  0. -1. -1. -1.  2.  2. -1.  0. -1.
 -1. -1.]"
6204,6204,nhân_viên tư_vấn bán hàng nhiệt_tình phải nói là ip xài rất ngon luôn chụp hình nghe nhạc tất_cả đều ok pin tạm ổn khuyên mọi người nên mua sử_dụng,"[ 1.  1.  1.  0.  0.  1.  0.  0.  1.  0.  2.  2.  1. -1. -1.  2. -1. -1.
  2. -1.]"
6205,6205,dùng chơi clash of clans thấy ổn mà mua được ngày không phải là điện_thoại flagship cơ_mà không đến mức tệ như mọi người bình_phẩm,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  2. -1.  1. -1. -1.
 -1. -1.]"
6206,6206,vsmart active xài ở mức tạm ổn chơi game ít lag nhưng các chức_năng còn hạn_chế chụp hình ở mức khá mình nghĩ camera tầm mp là vừa chứ k phải mp nhưng vsmart giới_thiệu pin thì k trâu nhưng xài liên_tục thì tầm nguyên ngày với mức giá tr thì mình chấm con này đ,"[ 1.  0.  1.  1.  0.  1.  1.  0.  0.  0.  1. -1.  0.  0. -1.  1.  1. -1.
 -1. -1.]"
6207,6207,"mua cho vợ dùng xem youtube dùng thời_gian nó loạn cảm_ứng phải ấn nút nguồn tắt mh bật lại mới ok 
 đi bảo_hành họ reset lại máy nhưng chả ăn_thua gì đúng là tào_lao","[ 0.  1.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0. -1. -1. -1. -1. -1. -1.
  0. -1.]"
6208,6208,đã mua máy xài được tuần máy chạy rất mượt pin trâu camera chụp đêm khá tốt quá ưng e nó,"[ 1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  2. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
6209,6209,máy mua trước tết thì tr giờ giảm xuống vài triệu mua sài tháng mà sạc nó nóng muốn nổ cả đt vào facebook thì nó chập chập sai_lầm khi mua đt nàyae có ý_định mua thì nên bỏ đi ạ,"[ 0.  0.  1.  1.  0.  1.  1.  0.  0.  0. -1. -1.  0.  0. -1.  0.  1. -1.
 -1. -1.]"
6210,6210,hog bik mn sử_dụng sao chứ tôi mới mua con này mà cảm_giác con pin của nó thấy yếu yếu sao ấy còn thua con redmi note cũ của tui pin để trong vòng p ko làm j mà máy cx tụt pin,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
6211,6211,dùng mượtnhưng sạc pin mất hơn tiếng và rất nhanh hết pinnhân_viên tư_vấn nhiệt_tình,"[ 0.  0.  1.  1.  0.  0.  0.  0.  1.  0. -1. -1.  0.  2. -1. -1. -1. -1.
  2. -1.]"
6212,6212,tuyệt_vời chắc_chắn tôi sẽ mua cấu_hình xịn pin khủng không_thể tin nổi tự_hào hàng việt nam chất_lượng cao,"[ 0.  0.  1.  1.  0.  1.  0.  0.  1.  0. -1. -1.  2.  2. -1.  2. -1. -1.
  2. -1.]"
6213,6213,camera trên cùng của a sao ko dùng dk và nó có công_dụng gì hơi tò_mò ai đang sủ_dụng a có thắc_mắc chung ý_kiến không,"[ 0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -1. -1. -1. -1.  0. -1. -1. -1.
 -1. -1.]"
6214,6214,không sử_dụng được ứng_dụng kép của các trò_chơi nữa không biết tại_sao cần sự trợ_giúp của mọi người,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
6215,6215,vsmart joy nhà sản_xuất đã gửi bản cập_nhật sửa_chữa các tính_năng r nha các bạn bắt wifi bao mạnh,"[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  2. -1.  1. -1. -1. -1. -1.
 -1. -1.]"
6216,6216,mình mua máy đc tháng bjo giờ mình muốn trả lại máy thì mình sẽ mất bao_nhiêu tiền phụ_kiện đầy_đủ,"[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1. -1. -1. -1. -1. -1. -1. -1.
  1. -1.]"
6217,6217,mua máy hôm_qua cho ông chúxem phim chụp ảnh tốt trong tầm giákhong đối hỏi gì thêm,"[ 1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  2. -1. -1.  2. -1. -1.  1. -1.
 -1. -1.]"
6218,6218,đt đẹp cammera đủ dùng pin trâu chip mát màn to dùng rất đãngoài ra chưa thấy lỗi gì,"[ 1.  0.  1.  1.  1.  1.  0.  1.  0.  0.  1. -1.  2.  2.  2.  2. -1.  2.
 -1. -1.]"
6219,6219,máy chơi game khá là dc hình đẹp pin trâu so với các mấy khác cùng tâm già hí ok mn nên mua,"[ 1.  0.  1.  1.  0.  1.  1.  0.  0.  0.  2. -1.  2.  2. -1.  2.  1. -1.
 -1. -1.]"
6220,6220,chụp ảnh ok tốt pin trâu chơi game khá là mượt vừa_ý ưng bé vivo u này phết nên mua nha,"[ 1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  2. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
6221,6221,mình mua đc tháng dùng ok nhưng sao dạo này bị lỗi thẻ sim liên_tục có ai biết lm thế_nào k khởi_động lại đc một lúc lại bị,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
6222,6222,mới lấy plus về ngày đem ra đổi trả vì lỗi nhỏ phần_cứng tí thôi dùng thì vẫn ko ảnh_hưởng gì vì để_ý rất kỹ mới thấy nhân_viên hỗ_trợ kỹ_thuật nhiệt_tình am_hiểu điềm_đạm chưa đầy f lại được bóc tiếp máy mới sp rất đáng để lựa_chọn trong tầm giá vẫn tin tường về chế_độ bảo_hành của tgdđ,"[ 0.  0.  0.  1.  0.  1.  1.  0.  1.  0. -1. -1. -1.  0. -1.  2.  1. -1.
  2. -1.]"
6223,6223,máy đẹp pin trâu sạc nhanhcammara đẹpvân tay và nhận_dạng gương_mặt rất nhanhso với oppo f pro mình đã sài thì ok hơn nhiều,"[ 1.  1.  1.  0.  1.  1.  0.  0.  0.  0.  2.  2.  2. -1.  2.  2. -1. -1.
 -1. -1.]"
6224,6224,mình có mua iphone plus gb tại tgdđ máy xài tốt mỗi tội pin mau hết quá cấu_hình iphone thì khỏi phải chê mượt,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  0.  2. -1.  2. -1. -1.
 -1. -1.]"
6225,6225,tất_cả mọi thứ đều ok sau tuần đầu_tiên sử_dụng nhưng sang tuần thứ thấy pin tụt bắt_đầu nhanh chơi game đc h tụt đến pin đấy là chưa chơi pubg còn chơi pubg thì h là từ xuống luôn,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  0. -1. -1.  2. -1. -1.
 -1. -1.]"
6226,6226,máy ok chạy mượt và nhanh nhân_viên thế_giới di_động chổ mình mua nhiệt_tình còn lại mới mua nên cũng chưa coi hết chức_năng của dòng máy này,"[ 0.  0.  0.  1.  0.  1.  0.  0.  1.  0. -1. -1. -1.  2. -1.  2. -1. -1.
  2. -1.]"
6227,6227,mới xài ngày cấu_hình tốt chụp hình xóa_phông tốt cảm_biến vân tay nhạy chơi facebook rất nhanh,"[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  2.  2. -1.  2. -1. -1. -1. -1.
 -1. -1.]"
6228,6228,máy dùng ổn trong tầm giá pin dùng ổn chơi game thì khỏi bàn fps ổn_định,"[ 0.  0.  1.  1.  0.  1.  1.  0.  0.  0. -1. -1.  2.  2. -1.  2.  1. -1.
 -1. -1.]"
6229,6229,bin trâu tuyệt_vời xem phim giờ chỉ mất sạc đầy xem phim chơi game hỗn_hợp hơn khoảng tiếngwifi đánh liên_quân củng ổn k giật,"[ 0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -1. -1.  2.  2. -1. -1. -1. -1.
 -1. -1.]"
6230,6230,mới dùng nhưng rất là mượt nhébỏ tiền ra đối vs chiếc máy này ko hối_hận nhé,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  2. -1.  2. -1. -1.
 -1. -1.]"
6231,6231,"thấy mọi người ai cũng than là máy hay bị lỗi này kiamình mua hôm lễ cho đến bây_giờ máy vẫn hoạt_động tốtk có bất_cứ lỗi nhỏ nàomình tess rất kỹ 
 chắc tại mình hên hay sao nen mới mua dc con máy ngon như zmình là người rất kĩ_tính","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
6232,6232,máy ngon giá rẻ cấu_hình tốt pin ổn có cái màu không giống như trong hình có thêm màu trắng thì đẹp,"[ 0.  0.  0.  1.  1.  1.  1.  0.  0.  0. -1. -1. -1.  2.  0.  2.  2. -1.
 -1. -1.]"
6233,6233,hiện_tại đang sd cảm_thấy máy rất ok khi mua may_mắn vào ngày đc nhận rất nhiều kmãi hỗ_trợ trả_góp rất tốt và nhah chóg,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0. -1. -1. -1. -1. -1.  2. -1. -1.
  2. -1.]"
6234,6234,máy rất ok nha mọi người hay nói yếu sóng thì cũng có tí nhưng không sao nếu có phàn_nàn về ram thì tải cái này về sài rất ok,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  1. -1.  0. -1.  2. -1. -1.
 -1. -1.]"
6235,6235,tại_sao máy xiaomi redmi note s không_thể nghe âm_thanh d trái phải của game pubg trong khi tất_cả máy xiaomi khác lại có_thể nghe bình_thường,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
6236,6236,mình thấy máy khá ổn nhưng hôm mua về tụt pin hơi lô nhưng hôm sau sạc vào là oke nhưng máy xài nóng ở camera quá nên đang tính mai đi đổi cái khác xem ntn,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  1.  0. -1.  2. -1. -1.
 -1. -1.]"
6237,6237,sau quá_trình trải nghiệm máy với mức giá này thấy là vô đối trong phân khúc máy dưới đ luôn trước mình có xài hãng trung quốc giật lag kinh_hoàng máy mượtpin xài hoài không hết,"[ 0.  0.  1.  1.  0.  1.  1.  0.  0.  0. -1. -1.  2.  2. -1.  2.  1. -1.
 -1. -1.]"
6238,6238,sản_phẩm mua ngày xài rất mượt pin trâu không chơi game khi gọi video call zalo hay fb thì hình_ảnh thì rất mờnhược điểm còn các thứ khác thì khỏi phải chê,"[ 1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
6239,6239,mình mua được ngày máy rất mượt pin lâu ngày chưa hết đáng tiền mua nhân_viên rất nice luôn,"[ 0.  0.  1.  1.  0.  0.  1.  0.  1.  0. -1. -1.  2.  2. -1. -1.  2. -1.
  2. -1.]"
6240,6240,máy mua đc tuần r cảm_thấy sài hơi nóng còn lại thì cũng ok liên_quân chơi mượt,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  1. -1. -1. -1. -1.
 -1. -1.]"
6241,6241,cần hổ trợ vì lỗi vân tay vân tay nào máy cũng nhận và mở khóa ban_đầu minh nghĩ do con minh có nét tương_đồng nên nhận_dạng khuôn_mặt nhầm nhưng sáng nay đưa bé e thử vân tay thì mới biết,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
6242,6242,tính ra thế_giới di_động mua sản_phẩm samsung anhưng lại thấy fpt sop bán giá rẻ hơn giá có đ cửa_hàng ở gần nhaucùng loại hàng mà giá sao giá lại khác nhauxin hỏi vì_sao,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
6243,6243,sản_phẩm mình hồi năm dùng rất tốt camera đẹp loa to khỏi bàn cải nhìn màn_hình và cầm rất sướng tay,"[ 1.  1.  0.  0.  1.  1.  0.  1.  0.  0.  2.  2. -1. -1.  2.  2. -1.  2.
 -1. -1.]"
6244,6244,mình đã nhận được sả phẩm tại siêu_thị nhưng thực_sự chưa ưng_ý lắm không như mong_đợi cấu_hình ko mượt chơi game hơi lag,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
6245,6245,máy này qua kém kết_nối g wifi cực kém rom g mà chơi game thì lag xem youtube quá mờ xem phim mờ cảm_ứng bàn_phím thường_xuyên bị delay mặc_dù là người dùng oppo nhiều nhưng phải nói chiếc a bản mới mua tháng này quá kém,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  0. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
6246,6246,sau gần tháng sử_dụng thì chiếc máy này dùng rất tốt ko lag chơi game ko giật mọi thứ khá ổn và như mới nhưng pin hơi tốn dung_lượng síu sau khi cập_nhật hệ_thống lần nói_chung rất tốt ngon hơn redmi,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  0.  2. -1.  2. -1. -1.
 -1. -1.]"
6247,6247,mình mua chưa dc tháng phát_hiện màn lồi_lõm mang đi bảo_hành ko biết có dc đổi cái khác không thất_vọng qóa,"[ 0.  0.  0.  0.  0.  1.  0.  1.  1.  0. -1. -1. -1. -1. -1.  0. -1.  0.
  1. -1.]"
6248,6248,mình mới mua ss a được khoảng tháng ko bị rơi vào nước cũng như xuống sàn tối vẫn chơi games sau đó đi ngủ thì sặc pin sáng dậy ko lên màn_hình vẫn có chuông báo và cuộc_gọi đến ra ttbh ss họ tháo ra thấy quỳ đổi màu nên ko bảo_hành họ bảo hỏng màn_hình mình đồng_ý thay màn_hình thì vẫn ko lên ttbh bảo thay cả main mà ko bảo_hành,"[ 0.  0.  0.  1.  0.  0.  0.  0.  1.  0. -1. -1. -1.  0. -1. -1. -1. -1.
  1. -1.]"
